beta,strategy,amplitude,objective_gain,gain_divided_by_K,identity_error
1.4500000000000002,interval_0.2_0.8,0.2,0.0003792202230377753,0.2699999999999971,4.119968255444917e-18
1.4500000000000002,interval_minus0.2_0.8,0.0,0.0,0.0,0.0
1.475,full,1.0,0.0013694063609697715,0.975000000000009,1.2576745200831851e-17
1.475,half,0.5,0.00086026809855793,0.6125000000000033,4.445228907190568e-18
1.475,interval_0.2_0.8,0.2,0.0003862428197606918,0.2749999999999933,9.432558900623889e-18
1.475,interval_minus0.2_0.8,0.0,0.0,0.0,0.0
1.5,full,1.0,0.0014045193445843748,1.0000000000000049,6.7220534694101275e-18
1.5,half,0.5,0.0008778245903652282,0.6249999999999987,1.8431436932253575e-18
1.5,interval_0.2_0.8,0.2,0.0003932654164836083,0.2799999999999895,1.4799359654427136e-17
1.5,interval_minus0.2_0.8,0.0,0.0,0.0,0.0
